Food code,Main food description,Seq num,Ingredient code,Ingredient weight (g)
54408250,"Pretzels, hard, yogurt coated",1,19814,100
54408250,"Pretzels, hard, yogurt coated",2,19335,50
54408250,"Pretzels, hard, yogurt coated",3,2047,2
54408250,"Pretzels, hard, yogurt coated",4,19079,100
54408260,"Pretzels, hard, coated, gluten free",1,25065,100
54408260,"Pretzels, hard, coated, gluten free",2,19335,50
54408260,"Pretzels, hard, coated, gluten free",3,19087,100
54408290,"Pretzels, hard, filled, NFS",1,19049,100
54408300,"Pretzels, hard, cheese filled",1,19049,100
54408310,"Pretzels, hard, peanut butter filled",1,19047,100
54408310,"Pretzels, hard, peanut butter filled",2,16098,50
54408310,"Pretzels, hard, peanut butter filled",3,2047,0.6
54408400,"Pretzels, soft, NFS",1,54408410,100
54408405,"Pretzels, soft, ready-to-eat, NFS",1,54408410,100
54408410,"Pretzels, soft, ready-to-eat, salted, buttered",1,25024,100
54408410,"Pretzels, soft, ready-to-eat, salted, buttered",2,2047,1.4
54408410,"Pretzels, soft, ready-to-eat, salted, buttered",3,1003,1
54408411,"Pretzels, soft, ready-to-eat, unsalted, buttered",1,25024,100
54408411,"Pretzels, soft, ready-to-eat, unsalted, buttered",2,1003,1
54408415,"Pretzels, soft, ready-to-eat, salted, no butter",1,25024,100
54408415,"Pretzels, soft, ready-to-eat, salted, no butter",2,2047,1.4
54408416,"Pretzels, soft, ready-to-eat, unsalted, no butter",1,25024,100
54408420,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",1,25024,100
54408420,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",2,91104100,28
54408420,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",3,1003,5
54408420,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",4,2047,0.2
54408422,"Pretzels, soft, ready-to-eat, coated or flavored",1,25024,100
54408422,"Pretzels, soft, ready-to-eat, coated or flavored",2,1032,1
54408422,"Pretzels, soft, ready-to-eat, coated or flavored",3,1003,5
54408422,"Pretzels, soft, ready-to-eat, coated or flavored",4,2047,1.8
54408430,"Pretzels, soft, ready-to-eat, topped with meat",1,25024,100
54408430,"Pretzels, soft, ready-to-eat, topped with meat",2,1029,15
54408430,"Pretzels, soft, ready-to-eat, topped with meat",3,7057,10
54408430,"Pretzels, soft, ready-to-eat, topped with meat",4,7089,10
54408432,"Pretzels, soft, ready-to-eat, topped with cheese",1,25024,100
54408432,"Pretzels, soft, ready-to-eat, topped with cheese",2,1029,15
54408450,"Pretzels, soft, from frozen, NFS",1,54408410,100
54408455,"Pretzels, soft, from frozen, salted",1,25024,100
54408455,"Pretzels, soft, from frozen, salted",2,2047,1.4
54408456,"Pretzels, soft, from frozen, unsalted",1,25024,100
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",1,25024,100
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",2,91104100,28
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",3,1003,5
54408460,"Pretzels, soft, from frozen, cinnamon sugar coated",4,2047,0.2
54408462,"Pretzels, soft, from frozen, coated or flavored",1,25024,100
54408462,"Pretzels, soft, from frozen, coated or flavored",2,1032,1
54408462,"Pretzels, soft, from frozen, coated or flavored",3,1003,5
54408462,"Pretzels, soft, from frozen, coated or flavored",4,2047,1.8
54408465,"Pretzels, soft, from frozen, topped with meat",1,25024,100
54408465,"Pretzels, soft, from frozen, topped with meat",2,1029,15
54408465,"Pretzels, soft, from frozen, topped with meat",3,7057,10
54408465,"Pretzels, soft, from frozen, topped with meat",4,7089,10
54408466,"Pretzels, soft, from frozen, topped with cheese",1,25024,100
54408466,"Pretzels, soft, from frozen, topped with cheese",2,1029,15
54408470,"Pretzels, soft, filled with cheese",1,25024,100
54408470,"Pretzels, soft, filled with cheese",2,1029,15
54408475,"Pretzels, soft, from school lunch",1,25024,100
54408475,"Pretzels, soft, from school lunch",2,20077,5
54408480,"Pretzels, soft, multigrain",1,25024,100
54408480,"Pretzels, soft, multigrain",2,20077,5
54408480,"Pretzels, soft, multigrain",3,2047,0.7
54408485,"Pretzels, soft, gluten free",1,28337,65
54408485,"Pretzels, soft, gluten free",2,25065,35
54408486,"Pretzels, soft, gluten free, cinnamon sugar coated",1,28337,65
54408486,"Pretzels, soft, gluten free, cinnamon sugar coated",2,25065,35
54408486,"Pretzels, soft, gluten free, cinnamon sugar coated",3,91104100,28
54408486,"Pretzels, soft, gluten free, cinnamon sugar coated",4,1003,5
54408487,"Pretzels, soft, gluten free, coated or flavored",1,28337,65
54408487,"Pretzels, soft, gluten free, coated or flavored",2,25065,35
54408487,"Pretzels, soft, gluten free, coated or flavored",3,1032,1
54408487,"Pretzels, soft, gluten free, coated or flavored",4,1003,5
54420210,Multigrain chips (Sun Chips),1,25013,100
54420220,"Snack mix, plain (Chex Mix)",1,19033,100
54440010,Bagel chips,1,25046,100
54440020,Cracker chips,1,25013,100
55100005,"Pancakes, NFS",1,55101000,100
55100010,"Pancakes, plain, frozen",1,18288,100
55100020,"Pancakes, fruit, frozen",1,18288,95
55100020,"Pancakes, fruit, frozen",2,9054,5
55100025,"Pancakes, chocolate, frozen",1,18288,95
